"code","name"
"217KYHL ","Keyhole Sandstone Member of Fall River Formation"
"217KYKK ","Koyukuk Group"
"217LAKT ","Lakota Sandstone of Inyan Kara Group"
"217LKOT ","Lakota Formation"
"217LKTF ","Lake Trafford Formation"
"217LLSP ","Little Sheep Member of Cloverly Formation"
"217LPLT ","La Plata Aquifer"
"217LPTN ","Lupton Sand of Kootenai Formation (2 Nd Cat Creek Sand)"
"217LYTL ","Lytle Formation of Dakota Group"
"217MDDY ","Muddy Sandstone Member of Thermopolis Shale"
"217MLTN ","Moulton Sandstone"
"217MNST ","Minnewaste Limestone Member of Lakota Formation"
"217MOJD ","Mojado Formation of Zeller"
"217MRGP ","Mooringsport Formation"
"217MSSR ","Mosser Sandstone"
"217MWRY ","Mowry Shale"
"217NCSL ","Newcastle Sandstone"
"217NECL ","Newcastle Sandstone Member of Graneros Shale"
"217NLCN ","Nelchina Limestone"
"217NLSC ","Niles Canyon Formation"
"217NNMR ","Nonmarine Cretaceous Aquifer"
"217NPLB ","Naples Bay Group"
"217OCRF ","Ocean Reef Group"
"217OGRK ","Ogotoruk Formation"
"217OKKK ","Okpikruak Formation"
"217OMDI ","Omadi Formation"
"217OMLK ","Oumalik Formation"
"217ONO  ","Ono Formation"
"217ORDR ","Ostrander Member of Dakota Formation"
"217PGRD ","Punta Gorda Anhydrite"
"217PIKE ","Pike Gravel"
"217PJRT ","Pajarito Shale Member of Dakota Sandstone"
"217PLNV ","Plainview Sandstone Member of South Platte Formation"
"217PLPK ","Playas Peak Formation"
"217POMC ","Potomac Group"
"217PPSC ","Patapsco Formation"
"217PPSCL","Lower Patapsco Aquifer In the Patapsco Formation"
"217PPSCU","Upper Patapsco Aquifer In the Patapsco Formation"
"217PRGR ","Purgatoire Formation"
"217PRSN ","Peterson Limestone of Gannett Group"
"217PRTC ","Puertocito Formation"
"217PRYR ","Pryor Conglomerate Member of Cloverly Formation"
"217PSTN ","Pasayten Formation"
"217PTMC ","Potomac Formation"
"217PTXN ","Patuxent Formation"
"217QRZD ","Quartz Diorite"
"217QULY ","Quealy Formation"
"217RCTR ","Rector Formation"
"217RDSS ","Rodessa Formation"
"217RJPI ","Rodessa Formation James Limestone and Pine Island Shale Undiff"
"217RNGB ","Ringbone Shale of Bisbee Group"
"217RNGBV","Ringbone Shale, Volcanic Members, of Bisbee Group"
"217ROCKL","Lower Cretaceous Rocks, Undivided"
"217SBLT ","Sublette Formation"
"217SBRS ","Sunburst Sandstone"
"217SCCK ","Second Cat Creek Sandstone of Kootenai Formation"
"217SDGV ","Sands and Gravels, Undifferentiated"
"217SDMS ","Lower Cretaceous Sediments Undifferentiated"
"217SGJC ","Sage Junction Formation"
"217SHST ","Shasta Series"
"217SITK ","Sitka Graywacke"
"217SKCK ","Skull Creek Shale"
"217SKCKS","Skull Creek Shale of the Dakota Group"
"217SKKR ","Skunk Ranch Conglomerate of Bisbee Group"
"217SKKRV","Skunk Ranch Conglomerate, Volcanic Member"
"217SKUC ","Skull Creek Shale Member of Graneros Shale"
"217SKVC ","Staniukovich Formation"
"217SLGO ","Sligo Formation"
"217SLTR ","Shelter Formation"
"217SMCL ","Seymour Canal Formation"
"217SMTS ","Smiths Formation"
"217SNLD ","Sunniland Limestone"
"217SPDN ","Spieden Formation"
"217SPPG ","Stephens Passage Group"
"217SPRF ","Suprareef Limestone Member of U-Bar Formation"
"217SPUF ","Serpentine and Ultramafic Rock Undivided"
"217SRPN ","Serpentine"
"217STPL ","South Platte Formation of Dakota Group"
"217TCCK ","Third Cat Creek Sandstone of Kootenai Formation"
"217TFHL ","Taft Hill Member of Blackleaf Formation"
"217TKPK ","Tingmerkpuk Formation"
"217TLVK ","Telavirak Formation"
"217TMFK ","Thomas Fork Formation"
"217TMPL ","Thermopolis Shale"
"217TORK ","Torok Formation"
"217TPGK ","Topagoruk Formation"
"217TRCT ","Terra Cotta Clay Member of Dakota Formation"
"217TRDL ","Treadwell Formation"
"217TRNT ","Trinity Group"
"217TRNTL","Lower Trinity"
"217TRNTU","Upper Trinity"
"217TUKT ","Tuktu Formation"
"217UBAR ","U-Bar Formation"
"217ULMT ","Ultima Thule Gravel Member of Holly Creek Formation"
"217VGHN ","Vaughn Member of Blackleaf Formation"
"217VICK ","Vick Formation"
"217WILD ","Water Island Formation"
"217WLDF ","Waldorf Aquifer"
"217WSHT ","Washita Group"
"217WSNR ","Wisenor Formation"
"217WSTD ","Westwood Aquifer"
"217YKTK ","Yakutat Group"
"218ALER ","Antlers Sand"
"218ALRS ","Antlers Sandstone"
"218BISB ","Bisbee Group"
"218BKCT ","Bokchito Formation"
"218BNNG ","Bennington Limestone"
"218BRTT ","Beartooth Quartzite"
"218CCRK ","Cow Creek Limestone"
"218CDDO ","Caddo Limestone"
"218CMNC ","Comanchean Series"
"218CMPK ","Comanche Peak Limestone"
"218COX  ","Cox Sandstone"
"218DKCK ","Duck Creek Formation"
"218DLCM ","Del Carmen Limestone"
"218DNTN ","Denton Clay"
"218DQUN ","De Queen Limestone"
"218DUKC ","Duck Creek Limestone"
"218DVRV ","Devils River Limestone"
"218EBEF ","Edwards and Associated Limestones, Buda Limestone, and Eagle Ford Shal"
"218EDDH ","Edwards and Associated Limestones, and Hosston Formation"
"218EDDT ","Edwards and Associated Limestones, and Trinity Group"
"218EDGR ","Edwards and Associated Limestones, and Glen Rose Limestone"
"218EDGRU","Edwards and Associated Limestones, and Upper Member of Glen Rose Ls."
"218EDPM ","Edwards and Associated Limestones, and Permian System"
"218EDRD ","Edwards Limestone"
"218EDRDA","Edwards and Associated Limestones"
"218EEGF ","Edwards and Associated Limestones, and Eagle Ford Shale"
"218FKBG ","Fredericksburg Group"
"218FKBT ","Fredericksburg and Trinity Groups"
"218FKBW ","Limestones of Fredericksburg and Washita Groups"
"218FNLY ","Finlay Limestone"
"218FRWR ","Fort Worth Limestone"
"218FWGR ","Limestone of Fredericksburg and Washita Groups and Glen Rose Ls (Upper"
"218GDLD ","Goodland Limestone"
"218GLRH ","Glen Rose Limestone and Hensell Member of Pearsall Foramtion"
"218GLRP ","Glen Rose Limestone and Pearsall Formation"
"218GLRS ","Glen Rose Limestone"
"218GLRSL","Glen Rose Limestone, Lower Member"
"218GLRSU","Glen Rose Limestone, Upper Member"
"218GPSH ","Glen Rose (Lower), Pearsall (Hensell, Cow Creek Mbrs), Sligo & Hosston"
"218GRGN ","Georgetown Limestone"
"218GRHC ","Glen Rose Ls. and Hensell Sh and Cow Creek Ls Members of Pearsall Fm"
"218GRHCU","Glen Rose Ls, Upper Mbr, Hensell Mbr and Cow Creek Ls Mbr of Pearsall"
"218GRHCV","Glen Rose Ls, and Upper, Hensell Sh, and Cow Creek Ls Mbrs of Pearsall"
"218GRLH ","Glen Rose Ls, and Lower and Hensell Sh Members of Pearsall Formation"
"218GRSN ","Grayson Formation"
"218GRUH ","Glen Rose Ls, and Upper and Hensell Shale Members of Pearsall Formatio"
"218HCSH ","Hensell and Cow Creek Mbrs of Pearsall Fm, and Sligo and Hosston Fms"
"218HLCK ","Holly Creek Formation"
"218HMMT ","Hammett Shale"
"218HNSL ","Hensell Sand Member of Travis Peak Formation"
"218KIAW ","Kiawa Mountain Formation"
"218KMCH ","Kiamichi Formation"
"218MCKG ","Mc Knight Beds"
"218MNSR ","Main Street Limestone"
"218MSRC ","Mesa Rica Sandstone"
"218MXON ","Maxon Sandstone"
"218PALX ","Paluxy Formation"
"218PILD ","Pine Island Shale"
"218PLXY ","Paluxy Sand"
"218PRSL ","Pearsall Formation"
"218PSGH ","Pearsall, Sligo, and Hosston Formations"
"218PTPH ","Paluxy Sand, Travis Peak and Hosston Formations"
"218PWPW ","Pawpaw Formation"
"218PXGR ","Paluxy Sand and Glen Rose Limestone"
"218SCMR ","Sycamore Sand Member of Travis Peak Formation"
"218SNEL ","Santa Elena Limestone"
"218TCMC ","Tucumcari Shale"
"218TGHC ","Trinity Sand, Graham Formation and Home Creek Limestone"
"218THCK ","Trinity Sand and Home Creek Limestone"
"218TNMS ","Twin Mountains Formation"
"218TPLX ","Trinity and Paluxy Sand"
"218TPPX ","Travis Peak Formation and Paluxy Sand"
"218TRBL ","Trinity Group and Blaine Gypsum"
"218TRCL ","Trinity Sand and Chinle Formation Equivalent"
"218TRGM ","Trinity Sand and Graham Formation"
"218TRNT ","Trinity Group"
"218TVPH ","Travis Peak and Hosston Formations"
"218TVPK ","Travis Peak Formation"
"218WENO ","Weno Limestone"
"218WLNT ","Walnut Clay"
"218WSHT ","Washita Group"
"219CHUL ","Coahuilan Series"
"219GRRT ","Garrett Conglomerate"
"219SLGH ","Sligo and Hosston Formations"
"220AMRL ","Amarillo Sandstone"
"220AZTC ","Aztec Sandstone"
"220BCRK ","Bitter Creek Formation"
"220BDFC ","Bedford Canyon Formation"
"220DIBS ","Jurassic Diabase"
"220DTHN ","Dothan Formation"
"220EGCF ","Eagle Cliff Porphyrite"
"220ELLS ","Ellis Group"
"220ENRD ","Entrada Sandstone"
"220FDDG ","Fort Dodge Formation"
"220GLEC ","Glen Canyon Formation or Group (Jurassic-Triassic)"
"220GLNC ","Glen Canyon Group"
"220GRNC ","Granitic Rocks"
"220INDX ","Index Granodiorite"
"220JCTC ","Jurassic-Triassic Systems"
"220JRSC ","Jurassic System"
"220JURC ","Jurassic"
"220KHAZ ","Khaz Formation of Kelp Bay Group"
"220KLPB ","Kelp Bay Group"
"220KNGK ","Kingak Shale"
"220KTSN ","Kotsina Conglomerate"
"220MIVI ","Mafic Intrusive Igneous Rock"
"220NAVJ ","Navajo Sandstone"
"220NGGL ","Nightingale Sequence"
"220NVJO ","Navajo Sandstone of Glen Canyon Group"
"220NWBY ","Newby Formation"
"220ORDG ","Outlet Ridge Ultramafic Gabbro Complex"
"220PVIN ","Peavine Sequence"
"220RDBD ","Jurassic Red Beds"
"220RMML ","Remmel Granodiorite"
"220SSBL ","Shasta Bally Quartz Diorite"
"220TXCK ","Texas Creek Granodiorite"
"220TYE  ","Tye Granite"
"220VETA ","Veta Formation"
"221AGZC ","Agua Zarca Sandstone Member of Sierra Naciemiento"
"221ARPN ","Arapien Shale"
"221BCKR ","Buckner Member of Haynesville Formation"
"221BLFF ","Bluff Sandstone"
"221BLRC ","Bell Ranch Formation of San Rafael Group"
"221BLUF ","Bluff Sandstone of Morrison Formation"
"221BLUFS","Bluff Sandstone of San Rafael Group"
"221BRSB ","Brushy Basin Shale Member of Morrison Formation"
"221BRUB ","Brushy Basin Member of Morrison Formation"
"221CAML ","Carmel Formation"
"221CHLN ","Chelan Granodiorite"
"221CHQQ ","Chaquaqua Shale"
"221CHSK ","Chisik Conglomerate Member of Naknek Formation"
"221CHVZ ","Chavez Member of Morrison Formation"
"221CNTN ","Chinitna Formation"
"221CNVL ","Cotton Valley Formation"
"221COSP ","Cow Springs Sandstone of Morrison Formation"
"221COVL ","Cotton Valley Group"
"221CRML ","Carmel Formation of San Rafael Group"
"221CRTS ","Curtis Formation of San Rafael Group"
"221CSPG ","Cow Springs Sandstone"
"221CSPGS","Canyon Springs Sandstone Member of Sundance Formation"
"221DBDG ","Dewey Bridge Member of Entrada Sandstone"
"221DNKM ","Denkman Sandstone"
"221ENRD ","Entrada Sandstone"
"221ENRDL","Entrada Sandstone, Lower"
"221ENRDM","Entrada Sandstone, Middle"
"221ENRDU","Entrada Sandstone, Upper"
"221ERAD ","Entrada Sandstone of San Rafael Group"
"221ERADU","Entrada Sandstone of San Rafael Group, Upper"
"221EXTR ","Exeter Sandstone"
"221GLIC ","Galice Formation"
"221GVID ","Gravina Island Formation"
"221HLTT ","Hulett Sandstone Member of Sundance Formation"
"221HSVL ","Haynesville Formation"
"221ILAK ","Lak Member of Sundance Formation"
"221JCCK ","Junction Creek Sandstone of San Rafael Group"
"221JRSCD","Upper-Middle Jurassic Series"
"221JRSCU","Upper Jurassic Series"
"221KMDG ","Kimeridgian Series"
"221LAK  ","Lak Member of Sundance Formation"
"221LDCK ","Leeds Creek Member of Twin Creek Limestone"
"221LUNN ","Louann Salt"
"221MDKM ","Morrison-Dockum Formations"
"221MLON ","Malone Formation"
"221MOAB ","Moab Member of Entrada Sandstone"
"221MRPS ","Mariposa Formation"
"221MRRS ","Morrison Formation"
"221MRSN ","Morrison Formation"
"221MTOR ","Meteor Granodiorite"
"221NKKL ","Naknek Lake Granite"
"221NKNK ","Naknek Formation"
"221NOPL ","Norphlet Sandstone"
"221NRPL ","Norphlet Formation"
"221NZNM ","Nizina Mountain Formation"
"221PMRY ","Pomeroy Arkose Member, Naknek Formation"
"221PRSS ","Preuss Sandstone or Redbeds"
"221PRTT ","Prewitt Sandstone Member of Morrison Formation"
"221PVLF ","Paveloff Siltstone Member, Chinitna Formation"
"221RCPR ","Recapture Shale Member of Morrison Formation"
"221RDTR ","Redwater Shale Member of Sundance Formation"
"221RECP ","Recapture Member of Morrison Formation"
"221RGLC ","Root Glacier Formation"
"221RIRD ","Rierdon Formation of Ellis Group"
"221RLCK ","Ralston Creek Formation"
"221RRDN ","Rierdon Formation"
"221SALW ","Salt Wash Member of Morrison Formation"
"221SGHB ","Snug Harbor Siltstone Member, Naknek Formation"
"221SKBV ","Stockade Beaver Shale Member of Sundance Formation"
"221SKRK ","Slick Rock Member of Entrada Sandstone"
"221SKSN ","Shuksan Formation"
"221SLKF ","Shelikof Formation"
"221SLWS ","Salt Wash Sandstone Member of Morrison Formation"
"221SMKV ","Smackover Formation"
"221SMVL ","Summerville Formation of San Rafael Group"
"221SNDC ","Sundance Formation"
"221SRFL ","San Rafael Group"
"221SRFLL","San Rafael Group, Lower Part"
"221STMP ","Stump Sandstone"
"221SUMV ","Summerville Formation"
"221SVSP ","Scott Valley Serpentine"
"221SWFT ","Swift Formation"
"221SWIF ","Swift Formation of Ellis Group"
"221TCRK ","Twin Creek Limestone"
"221TDLT ","Todilto Limestone of Morrison Formation of San Rafael Group"
"221TGLC ","Twist Gulch Member of Arapien Shale"
"221THRU ","Thoreau Formation"
"221TODL ","Todilto Limestone"
"221TONN ","Tonnie Siltstone Member, Chinitna Formation"
"221TVMC ","Twelvemile Canyon Member of Arapien Shale"
"221UFIV ","Ultramafic Intrusive Rocks"
"221UKPP ","Unkpapa Sandstone Member of Morrison Formation"
"221WERC ","Westwater Canyon Member of Morrison Formation"
"221WERR ","Werner Anhydrite"
"221WHIT ","White Sandstone Member of Morrison Formation"
"221WLVC ","Wolverine Canyon Limestone Member of Preuss Sandstone"
"221WNCN ","Watton Canyon Member of Twin Creek Limestone"
"221WNKH ","Wanakah Formation"
"221WNSR ","Winsor Formation of San Rafael Group"
"221WRNR ","Werner Formation"
"221WSRC ","Westwater Canyon Sandstone Member of Morrison Formation"
"221ZUNI ","Zuni Shale"
"221ZUNIS","Zuni Sandstone"
"224ALTS ","Aleuts Member of Kialagvik Formation"
"224AMRN ","Amaranth Formation"
"224BDRG ","Boundary Ridge Member of Twin Creek Limestone"
"224BLKP ","Blankenship Formation"
"224BOWS ","Bowes Member of Piper Formation"
"224BWSR ","Bowser Formation of Tuxedni Group"
"224CCKFJ","Cockfield-Jackson Formations"
"224CNFL ","Cynthia Falls Sandstone of Tuxedni Group"
"224ELLS ","Ellis Group"
"224FRMN ","Firemoon Limestone Member of Piper Formation"
"224FZCK ","Fitz Creek Siltstone of Tuxedni Group"
"224GFCK ","Giraffe Creek Member of Twin Creek Limestone"
"224GIKM ","Gaikema Sandstone"
"224GPSP ","Gypsum Spring Formation"
"224HZLN ","Hazelton Group"
"224JRSCM","Middle Jurassic Series"
"224KGVK ","Kialagvik Formation"
"224KLIN ","Kline Member of Nesson Formation"
"224KLSH ","Kolosh Member, Kialagvik Formation"
"224NSSN ","Nesson Formation"
"224OCTE ","Ocate Sandstone"
"224PCRD ","Picard Member of Nesson Formation"
"224PIPR ","Piper Formation"
"224POE  ","Poe Member of Nesson Formation"
"224PRSS ","Preuss Sandstone or Redbeds"
"224RDGC ","Red Glacier Formation of Tuxedni Group"
"224RICH ","Rich Member of Twin Creek Limestone"
"224RRDN ","Rierdon Formation of Ellis Group"
"224SDCK ","Sliderock Member of Twin Creek Limestone"
"224STTH ","Sawtooth Formation of Ellis Group"
"224TDLT ","Todilto Limestone Member of Wanakah Formation"
"224THNE ","Thane Volcanic Group"
"224TICK ","Twist Creek Siltstone of Tuxedni Group"
"224TMPC ","Tampico Member of Piper Formation"
"224TRCK ","Twist Creek Siltstone"
"224TRDL ","Tordrillo Formation"
"224TRVR ","Travester Shale"
"224TXDN ","Tuxedni Group"
"227BDRK ","Bidarka Formation"
"227BKNM ","Bokan Mountain Granite"
"227BNTN ","Boonton Formation"
"227BRCK ","Brunswick Group"
"227BRCKS","Brunswick Group Sedimentary"
"227BSLT ","Basalt"
"227CGLM ","Conglomerate"
"227DIBS ","Diabase"
"227DNLP ","Dunlap Formation"
"227FLVL ","Feltville Formation"
"227GLNC ","Glen Canyon Group (Jurassic)"
"227HKMN ","Hook Mountain Basalt"
"227HRNM ","Horn Mountain Tuff Member, Talkeetna Formation"
"227JRSCL","Lower Jurassic Series"
"227LBCK ","Lubbe Creek Formation"
"227MCCR ","Mc Carthy Formation"
"227MRCK ","Marsh Creek Breccia Member, Talkeetna Formation"
"227NGGT ","Nugget Sandstone"
"227NVJO ","Navajo Sandstone (Jurassic)"
"227NWRK ","Newark Supergroup"
"227ORGM ","Orange Mountain Basalt"
"227PGCK ","Portage Creek Agglomerate Member, Talkeetna Formation"
"227PRKS ","Preakness Basalt"
"227PSSC ","Passaic Formation"
"227SGRV ","Sag River Sandstone of Prudhoe Bay Group"
"227SKNN ","Skwentna Group"
"227TKLN ","Talkeetna Formation"
"227TOWC ","Towaco Formation"
"230AGST ","Augusta Sequence"
"230ALCV ","Alcova Limestone Member of Chugwater Formation"
"230AMPR ","Amphitheatre Basalt"
"230BLCV ","Barlow Cove Formation"
"230BLDH ","Baldy Hill Formation"
"230BSLT ","Basalt"
"230BSST ","Bissett Conglomerate"
"230BWLR ","Bowler Formation Triassic and Permian"
"230CAPS ","Camp Springs Conglomerate"
"230CDRF ","Cedar Forest Formation"
"230CGTR ","Chugwater Formation"
"230CGTRG","Chugwater Formation or Group"
"230CHNLE","Chinle Formation Equivalent"
"230COVD ","Covada Group"
"230CPSP ","Camp Springs Conglomerate of Dockum Group"
"230CRMN ","Crow Mountain Sandstone Member of Chugwater Formation"
"230CSPG ","Cane Spring Formation"
"230DCKO ","Dockum Group and Ochoa Series"
"230DIBS ","Diabase"
"230DNGL ","Dun Glen Formation"
"230DRFK ","Dry Fork Formation"
"230DXVL ","Dixie Valley Formation"
"230ENDE ","Endee Shale"
"230EXCL ","Excelsior Formation"
"230FDLG ","Fidalgo Formation"
"230GNDP ","Goon Dip Greenstone"
"230GSEG ","Goose Egg Formation"
"230GSTN ","Gastineau Volcanic Group"
"230HGHM ","Higham Grit"
"230HSKN ","Hoskinnini Member of Moenkopi Formation"
"230IGNS ","Igneous Rocks"
"230IGNSE","Igneous Rocks, Extrusive"
"230IGNSI","Igneous Rocks, Intrusive"
"230IRSV ","Intrusive Rocks"
"230JACK ","Jack Limestone"
"230LKNS ","Lykins Formation"
"230LKVL ","Leaksville Formation"
"230LNES ","Lanes Tongue of Ankareh Formation"
"230MNKP ","Moenkopi Formation"
"230NCZP ","Natchez Pass Formation"
"230NRNJ ","Naranjo Formation"
"230NWRK ","Newark Group"
"230PCPK ","Pinnacle Peak Phyllite"
"230PNSL ","Pine Salt Member of Spearfish Formation (Triassic-Permian)"
"230PRCC ","Pierce Canyon Redbeds"
"230PRID ","Pride Formation"
"230PRVC ","Perseverance Slate"
"230RDPK ","Red Peak Member of Chugwater Formation"
"230RSPB ","Raspberry Formation"
"230RYLT ","Rhyolite"
"230SBLK ","Shublik Formation"
"230SDMR ","Triassic Sedimentary Rocks"
"230SPRF ","Spearfish Formation (Triassic-Permian)"
"230SRPK ","Star Peak Group"
"230TCBM ","Triassic Basement Rocks, Undifferentiated"
"230TCPM ","Triassic-Permian Systems"
"230TDRF ","Tenderfoot Member of Moenkopi Formation"
"230TLRM ","Taylor Mountain Granodiorite"
"230TOBN ","Tobin Formation"
"230TRJL ","Trujillo Formation"
"230TRSC ","Triassic System"
"230TUFF ","Tuff"
"230UYAK ","Uyak Formation"
"230VNTR ","Ventura Formation"
"230WNMC ","Winnemucca Formation"
"230WRFL ","Waterfall Greenstone"
"230WSRP ","Whitestripe Marble"
"231AKAR ","Ankareh Formation"
"231ANKR ","Ankareh Shale, Formation, or Redbeds"
"231APLG ","Applegate Group"
"231BALB ","Balls Bluff Siltstone"
"231BILD ","Burnt Island Conglomerate"
"231BLBF ","Balls Bluff Formation"
"231BLRN ","Bull Run Formation"
"231BRCK ","Brunswick Formation"
"231BRCKF","Brunswick, Limestone Fanglomerate"
"231BRCKQ","Brunswick, Quartz Fanglomerate"
"231BSLT ","Basalt"
"231CCRK ","Church Rock Member of Chinle Formation"
"231CDRC ","Cedar City Tongue of Kayenta Formation"
"231CGLMU","Unclassified Conglomerates"
"231CHNL ","Chinle Formation"
"231CHNLE","Chinle Formation Equivalent"
"231CINL ","Chinle Formation of Dockum Group"
"231CORO ","Correo Sandstone Bed of Petrified Forest Member of Chinle Formation"
"231CORR ","Correo Sandstone Member of Chinle Formation"
"231CPPK ","Chapin Peak Formation"
"231CRLS ","Cornwallis Limestone"
"231CSPG ","Crane Spring Formation"
"231CTSN ","Chitistone Limestone"
"231DCKM ","Dockum Group"
"231DDMN ","Deadman Limestone"
"231DIBS ","Diabase Dikes and Sills"
"231DSCR ","Dinosaur Canyon Member of Moenave Formation"
"231DSRC ","Dinosaur Canyon Sandstone Member of Moenave Formation"
"231EBRL ","East Berlin Formation"
"231FDCK ","Fields Creek Formation of Aldrich Mountains Group"
"231GBBS ","Gabbs Formation"
"231GBRG ","Gettysburg Shale"
"231GBRGL","Gettysburg Shale, Lower Member"
"231GBRGU","Gettysburg Shale, Upper Member"
"231GRTR ","Gartra Member of Chinle Formation"
"231GRVL ","Grass Valley Formation"
"231HDBG ","Heidlersburg Member"
"231HDID ","Hound Island Volcanics"
"231HLYK ","Holyoke Basalt"
"231HMCK ","Hammer Creek Formation"
"231HMID ","Hamilton Island Limestone"
"231HMPD ","Hampden Basalt"
"231HYD  ","Hyd Group"
"231IGNSE","Igneous Extrusives"
"231IGNSI","Igneous Intrusives"
"231JELM ","Jelm Formation"
"231KAYN ","Kayenta Formation of Glen Canyon Group"
"231KEKU ","Keku Volcanics"
"231KMSK ","Kamishak Formation"
"231KRCK ","Karen Creek Sandstone"
"231KSKL ","Kuskulana Formation"
"231KYNT ","Kayenta Formation"
"231LBRG ","Leesburg Limestone Conglomerate Member of Bull Run Formation"
"231LCCK ","Laycock Graywacke of Aldrich Mountains Group"
"231LCKG ","Lockatong Formation"
"231LKCK ","Lukachukai Member of Wingate Sandstone"
"231LMCG ","Limestone Conglomerate"
"231LNNG ","Luning Formation"
"231LULL ","Lucile Slate"
"231MANS ","Manassas Sandstone"
"231MBCK ","Moss Back Member of Chinle Formation"
"231MNRB ","Monitor Butte Member of Chinle Formation"
"231MNSS ","Manassas Formation"
"231MOEV ","Moenave Formation"
"231MONV ","Moenave Formation of Glen Canyon Group"
"231MRDD ","Mesa Redondo Member of Chinle Formation"
"231NBSN ","Nabesna Limestone"
"231NHNT ","Nehenta Formation"
"231NHVN ","New Haven Formation"
"231NIZN ","Nizina Limestone"
"231NKOL ","Nikolai Greenstone"
"231NOXF ","New Oxford Formation"
"231NOXFB","New Oxford Formation Basal Conglomerate"
"231NWRK ","Newark Group"
"231ORCK ","Owl Rock Member of Chinle Formation"
"231ORDL ","Otterdale Sandstone"
"231OSBB ","Osobb Formation"
"231PEFF ","Petrified Forest Member, Undifferentiated, of Chinle Formation"
"231PFDF ","Petrified Forest Member of Chinle Formation"
"231PFDFL","Petrified Forest Member, Lower, of Chinle Formation"
"231PFDFU","Petrified Forest Member, Upper, of Chinle Formation"
"231PLSD ","Palisade Diabase"
"231POLO ","Poleo Sandstone Lentil of Chinle Formation"
"231PPAG ","Popo Agie Member of Chugwater Formation"
"231PRLD ","Portland Formation"
"231QRCG ","Quartzite Formation"
"231RCKP ","Rock Point Member of Wingate Sandstone"
"231RDND ","Redonda Formation"
"231SBKB ","Shnabkaib Member of Moenkopi Formation"
"231SCKN ","Stockton Formation"
"231SCKNL","Stockton Formation, Lower Member"
"231SCKNM","Stockton Formation, Middle Member"
"231SCKNU","Stockton Formation, Upper Member"
"231SDMN ","Sedimentary Bedrock"
"231SLMD ","Shuttle Meadow Formation"
"231SLNC ","Sloan Canyon Formation of Dockum Group"
"231SLRL ","Salitral Shale Tongue of Chinle Formation"
"231SNRS ","Santa Rosa Sandstone"
"231SNRT ","Senorito Sandstone Lentil of Chinle Formation"
"231SNSL ","Sonsela Sandstone Bed of Petrified Forest Member of Chinle Formation"
"231SPGD ","Springdale Sandstone Member of Moenave Formation"
"231SPPN ","Sheep Pen Sandstone"
"231SRMP ","Shinarump Member of Chinle Formation"
"231SRSA ","Santa Rosa Sandstone and San Andres Limestone"
"231STCN ","Stockton Formation"
"231SUCD ","Suicide Grit of Ankareh Formation"
"231SUNR ","Sunrise Formation"
"231SVDV ","Seven Devils Volcanics"
"231TCVS ","Tecovas Formation of Dockum Group"
"231TECV ","Tecovas Formation"
"231TLCT ","Talcott Basalt"
"231TMPM ","Temple Mountain Member of Chinle Formation"
"231TRSCU","Upper Triassic Series"
"231VINT ","Vinta Formation"
"231WIGT ","Wingate Sandstone of Glen Canyon Group"
"231WMRP ","Whitmore Point Member of Moenave Formation"
"231WNGT ","Wingate Sandstone"
"231WOOD ","Wood Shale Tongue of Ankareh Formation"
"231WYOP ","Wyopo Formation"
"234AGSM ","Augusta Mountain Formation"
"234CNMN ","China Mountain Formation"
"234FVRT ","Favret Formation"
"234GRVL ","Grantsville Formation"
"234HLBK ","Holbrook Sandstone Member of Moenkopi Formation"
"234PNRC ","Panther Canyon Formation"
"234PRTT ","Pariott Member of Moenkopi Formation"
"234SWMP ","Sewemup Member of Moenkopi Formation"
"234TRSCM","Middle Triassic Series"
"237AGTL ","Agathla Sandstone"
"237ALBB ","Ali Baba Member of Moenkopi Formation"
"237CDLR ","Candelaria Formation"
"237DNDY ","Dinwoody Formation"
"237ERVY ","Ervay Member of Goose Egg Formation"
"237FRHL ","Fort Hall Formation of Thaynes Group"
"237FRZT ","Freezeout Shale Member of Goose Egg Formation"
"237HRNG ","Harrington Formation"
"237IVSK ","Ivishak Member, Sadlerochit Formation"
"237LMDC ","Little Medicine Member of Goose Egg Formation"
"237MGNY ","Mahogany Formation"
"237MOQU ","Moqui Member of Moenkopi Formation"
"237PRNF ","Portneuf Limestone Member of Thaynes Group"
"237QRVR ","Quinn River Formation"
"237RFRK ","Ross Fork Limestone of Thaynes Group"
"237SDLC ","Sadlerochit Formation"
"237SNBD ","Sinbad Limestone Member of Moenkopi Formation"
"237SPRF ","Spearfish Formation"
"237TMPP ","Timpoweap Member of Moenkopi Formation"
"237TMTY ","Timothy Sandstone"
"237TRSCL","Lower Triassic Series"
"237TYNS ","Thaynes Limestone, Formation or Group"
"237VRGN ","Virgin Limestone Member of Moenkopi Formation"
"237WDSD ","Woodside Formation, Siltstone and/or Redbeds"
"237WPTK ","Wupatki Member of Moenkopi Formation"
"281HLCK ","Holly Creek Formation"
"300ABRM ","Abrams Mica Schist"
"300AGBK ","Alligator Back Formation, Finely Laminated Gneiss (Main Part)"
"300AGBKS","Alligator Back Formation, Mica Schist"
"300AGGS ","Augen Gneiss"
"300AGRKA","Alligator Back Formation, Amphibolite and Greenstone"
"300ALSK ","Alaskite"
"300AMPB ","Amphibolite Lithofacies of the Wissahickon Formation, Undivided"
"300ANDS ","Andesite"
"300APIB ","Amphibolite"
